Wavelength_nm,Absorbance
380.4511278195489,0.5726027700734266
381.9548872180451,0.5406206770430532
383.45864661654133,0.5105172084852722
384.9624060150376,0.48229950456704546
386.4661654135338,0.45620201340579397
387.96992481203006,0.4317814091397332
389.4736842105263,0.41030150066868554
390.97744360902254,0.39098752000666587
392.4812030075188,0.3742462335111353
393.98496240601503,0.35986269568795926
395.4887218045113,0.3481815889785553
396.9924812030075,0.3391467111276144
398.49624060150376,0.33275889756009935
400.0,0.3290341932886757
401.50375939849624,0.3276386959513714
403.0075187969925,0.32844962874590844
404.51127819548867,0.3314658034084599
406.01503759398497,0.33731735122566536
407.51879699248116,0.34471678590158816
409.02255639097746,0.35375187926719015
410.52631578947364,0.3648884408012417
412.03007518796994,0.377991057003339
413.5338345864661,0.39266629677566517
415.0375939849624,0.4083125609990372
416.5413533834586,0.42542117357749754
418.0451127819549,0.4434042074288664
419.5488721804511,0.4625875579843719
421.0526315789474,0.4826065167766765
422.5563909774436,0.502640862695007
424.0601503759398,0.5235372153335651
425.56390977443607,0.5446476191606442
427.0676691729323,0.56585259186748
428.57142857142856,0.5866683490452627
430.0751879699248,0.6075352785145339
431.57894736842104,0.6283257138751092
433.0827067669173,0.6487010942912056
434.5864661654135,0.6683014969790998
436.09022556390977,0.6868672468913114
437.593984962406,0.7051734608016167
439.09774436090225,0.7218277995228859
440.6015037593985,0.7377546190522288
442.1052631578947,0.7524542616849514
443.609022556391,0.7660348319202217
445.11278195488717,0.7783724112421834
446.61654135338347,0.7892450717805635
448.12030075187965,0.7984307092779048
449.62406015037595,0.8070055498472514
451.12781954887214,0.8131510314025471
452.63157894736844,0.8186334988757954
454.1353383458646,0.8224009095124417
455.6390977443609,0.8246988870088902
457.1428571428571,0.8259971414271865
458.64661654135335,0.8256647920891269
460.1503759398496,0.8243824589282529
461.65413533834584,0.8218235538371649
463.1578947368421,0.8183066781846713
464.6616541353383,0.8133186290263634
466.16541353383457,0.8074423477655741
467.6691729323308,0.8009480053330077
469.17293233082705,0.7937654478281608
470.6766917293233,0.7858138442157299
472.18045112781954,0.7775893678357619
473.6842105263158,0.7686210249826229
475.187969924812,0.7589528743408396
476.69172932330827,0.7493290888496684
478.1954887218045,0.7391624450732519
479.69924812030075,0.7297046460740929
481.203007518797,0.7197439314031105
482.70676691729324,0.7100508286822697
484.2105263157895,0.7005050597995337
485.7142857142857,0.6909478433487827
487.21804511278197,0.6816228721386272
488.72180451127815,0.6726579495678521
490.2255639097744,0.6638882884942506
491.72932330827064,0.65558000823408
493.2330827067669,0.6468702161040523
494.7368421052631,0.6397962811946144
496.24060150375936,0.6325211057354162
497.7443609022556,0.6255219107400541
499.24812030075185,0.6189348375055684
500.7518796992481,0.6128302224385129
502.25563909774434,0.6065799322132355
503.7593984962406,0.6014197021075502
505.2631578947368,0.595634271339035
506.76691729323306,0.590213061035948
508.2706766917293,0.5850523009464804
509.77443609022555,0.5800762280636504
511.2781954887218,0.5749887059008277
512.781954887218,0.5702664930376287
514.2857142857142,0.5654478686952468
515.7894736842105,0.5605654943502407
517.2932330827068,0.5555331517381579
518.796992481203,0.5502011743053028
520.3007518796992,0.5446465958722512
521.8045112781955,0.5392704925363603
523.3082706766918,0.5339712467767462
524.812030075188,0.5278150007772133
526.3157894736842,0.5214152378495307
527.8195488721803,0.5145929208519293
529.3233082706766,0.5078317670804742
530.827067669173,0.500335322348265
532.3308270676691,0.49289253835513147
533.8345864661653,0.48502678424708184
535.3383458646616,0.4767320064787619
536.8421052631579,0.46838263516863743
538.3458646616541,0.4589594014688926
539.8496240601503,0.4497964541383623
541.3533834586466,0.4401083816517916
542.8571428571429,0.43025270660864473
544.3609022556391,0.4203632341773044
545.8646616541353,0.40959861839618394
547.3684210526316,0.3994145112419137
548.8721804511279,0.38834863436309763
550.375939849624,0.37736120752521846
551.8796992481202,0.3662037656956082
553.3834586466165,0.35471462913580065
554.8872180451128,0.3435692750980679
556.390977443609,0.3318133859050985
557.8947368421052,0.3204178602433545
559.3984962406015,0.30869235014185487
560.9022556390978,0.29723845876478894
562.406015037594,0.28572738255337243
563.9097744360902,0.27428296024905047
565.4135338345865,0.26269631507070235
566.9172932330827,0.2517584913834349
568.421052631579,0.24053358099750655
569.9248120300751,0.22981806271708027
571.4285714285713,0.21854574749071468
572.9323308270676,0.2081767938173208
574.4360902255639,0.19826335392915678
575.9398496240601,0.18852770104504518
577.4436090225563,0.17854481620118218
578.9473684210526,0.1687351718307958
580.4511278195489,0.1593095042325136
581.9548872180451,0.1508646370730149
583.4586466165413,0.14206797626470932
584.9624060150376,0.13387628769423127
586.4661654135339,0.1257660011298952
587.9699248120301,0.1180475703970085
589.4736842105262,0.11124769085363378
590.9774436090225,0.10358503085006897
592.4812030075188,0.0967997148989877
593.984962406015,0.09036543542198233
595.4887218045112,0.08414074784140099
596.9924812030075,0.07862846174298818
598.4962406015038,0.07283265313931941
600.0,0.06779743881665572
601.5037593984962,0.06278102438733227
603.0075187969925,0.05830122326844632
604.5112781954887,0.053746135215858575
606.015037593985,0.049286835339210314
607.5187969924812,0.04538534664873532
609.0225563909773,0.04229781808581109
610.5263157894736,0.03849466569207607
612.0300751879699,0.03517752792561446
613.5338345864661,0.03234804120104289
615.0375939849623,0.029980329445212867
616.5413533834586,0.026883977489256444
618.0451127819549,0.024620625456973293
619.5488721804511,0.022461975986469873
621.0526315789473,0.02031239166197329
622.5563909774436,0.01844949524883604
624.0601503759399,0.016653691904923537
625.5639097744361,0.015274285527519553
627.0676691729323,0.013834319634289383
628.5714285714286,0.012428751032424842
630.0751879699249,0.011007579818852952
631.578947368421,0.010467402993728957
633.0827067669172,0.008927281618006067
634.5864661654135,0.008315943957946817
636.0902255639098,0.00719678214790194
637.593984962406,0.006774583537504213
639.0977443609022,0.006133032044885335
640.6015037593985,0.00513336571325374
642.1052631578948,0.004351899131154348
643.609022556391,0.004359267617083684
645.1127819548872,0.0041297559796785645
646.6165413533834,0.003418853000411943
648.1203007518797,0.00299148831852067
649.624060150376,0.00278574689244353
651.1278195488721,0.0024724499080147743
652.6315789473683,0.0018832562345832134
654.1353383458646,0.001675801956240553
655.6390977443609,0.0017146275799926685
657.1428571428571,0.0013720163790054902
658.6466165413533,0.001493865649839143
660.1503759398496,0.0009385723945573631
661.6541353383459,0.0010956764528759703
663.1578947368421,0.0008956322668928509
664.6616541353383,0.0006971837933341523
666.1654135338346,0.0008653655289747168
667.6691729323309,0.000684922215336679
669.172932330827,0.00027644595571407705
670.6766917293232,0.0005427333961357365
672.1804511278195,0.0006346765435568386
673.6842105263158,0.00028543524005415094
675.187969924812,0.00021970465900529438
676.6917293233082,9.87752643845421e-05
678.1954887218045,0.00019797634661885454
679.6992481203008,0.0003100877404210808
681.203007518797,0.0
682.7067669172932,0.0
684.2105263157894,3.4333159467074147e-05
685.7142857142857,0.0
687.218045112782,0.00018482396522897365
688.7218045112782,0.0
690.2255639097743,0.0
691.7293233082706,0.0
693.2330827067669,3.75774999721071e-06
694.7368421052631,0.00012572980936482753
696.2406015037593,1.3709927545897457e-06
697.7443609022556,0.00039952358497568263
699.2481203007519,0.0
700.7518796992481,5.924883187302119e-06
702.2556390977443,0.0
703.7593984962406,0.0
705.2631578947369,3.947089585270991e-05
706.7669172932331,0.00011746995190212629
708.2706766917292,0.0002757530429568932
709.7744360902255,0.0
711.2781954887218,0.0
712.781954887218,0.0
714.2857142857142,0.00019133768515274254
715.7894736842105,0.0
717.2932330827067,0.0
718.796992481203,1.9710804192280255e-05
720.3007518796992,0.0
721.8045112781955,3.743585841837862e-05
723.3082706766917,0.0
724.812030075188,0.0003448206529219513
726.3157894736842,0.0
727.8195488721805,0.0
729.3233082706766,0.0
730.827067669173,0.0
732.3308270676691,0.0
733.8345864661654,0.0
735.3383458646616,0.0
736.8421052631579,0.00041150119277759314
738.3458646616541,0.0
739.8496240601503,0.0
741.3533834586466,0.0
742.8571428571428,0.0001347891511194935
744.3609022556391,0.0
745.8646616541353,0.0001352522979081486
747.3684210526316,0.0
748.8721804511277,1.1897111259892195e-05
750.375939849624,0.0003488395538891562
751.8796992481202,0.0
753.3834586466165,8.393380066100104e-05
754.8872180451127,4.140176644100979e-05
756.390977443609,0.0
757.8947368421052,0.0
759.3984962406015,0.0002262387141246979
760.9022556390977,2.7022183892219343e-05
762.406015037594,0.0
763.9097744360902,0.00013815967053548673
765.4135338345865,0.0
766.9172932330827,7.201280361062706e-05
768.421052631579,7.538612890791887e-05
769.9248120300751,0.0
771.4285714285714,0.00015796692349940967
772.9323308270676,0.0
774.4360902255639,0.0
775.9398496240601,0.0
777.4436090225563,0.0
778.9473684210526,2.18810281469559e-05
780.4511278195488,0.0
781.9548872180451,0.00014896410570975764
783.4586466165413,5.0293026824221414e-05
784.9624060150376,0.0
786.4661654135338,0.00017779869899419855
787.9699248120301,0.0002322137613586007
789.4736842105262,0.0
790.9774436090225,0.0
792.4812030075187,0.0
793.984962406015,0.0
795.4887218045112,0.0
796.9924812030075,4.9075900776233335e-05
798.4962406015037,0.0
800.0,4.880539907677316e-05
